generation,best,avg,std,worst
0,0.9263157894736842,0.7249696883805941,0.07116646709795009,0.5866666666666667
1,1.4193548387096775,0.9481468900394284,0.10366887879954129,0.8073394495412844
2,1.76,1.2264974065216792,0.16208548383145066,1.0232558139534884
3,2.046511627906977,1.5531303573597703,0.16136447868901144,1.353846153846154
4,2.3783783783783785,1.8653133547249903,0.17787026896818534,1.5999999999999999
5,2.666666666666667,2.0658834778146202,0.16382383888086857,1.8333333333333333
6,2.933333333333333,2.233538358245192,0.1820930114570428,2.046511627906977
7,3.259259259259259,2.5119227771350365,0.2515362083156641,2.2
8,3.384615384615385,2.780715700042698,0.2583410179099457,2.444444444444444
9,3.6666666666666665,2.9616845185918605,0.22734722169294108,2.666666666666667
10,3.6666666666666665,3.166363948184637,0.22793173053847493,2.933333333333333
11,4.4,3.4015250077037193,0.24546309465095373,3.0344827586206895
12,5.866666666666666,3.6646958075232674,0.35611875563481615,3.259259259259259
13,6.285714285714286,4.07303761834253,0.678777401477241,3.52
14,7.333333333333333,4.952333422414322,0.862040359641783,3.8260869565217392
15,8.0,5.948561119994558,0.8330594579088991,4.631578947368421
16,8.8,6.514245421245421,0.7472415227466255,5.5
17,8.8,6.9524395604395615,0.803560457593935,5.866666666666666
18,12.571428571428571,7.542212454212458,0.9165450697436498,6.285714285714286
19,14.666666666666666,7.9660561660561635,1.0719594397763432,6.76923076923077
20,14.666666666666666,8.610698412698413,1.467866866516882,7.333333333333333
21,14.666666666666666,10.043650793650793,2.137400430346935,8.0
22,14.666666666666666,11.295079365079363,2.2079805491254216,8.8
23,14.666666666666666,12.560952380952381,1.983544320796074,9.777777777777777
24,14.666666666666666,13.121428571428572,1.6587071844691341,11.0
25,14.666666666666666,13.791904761904766,1.3478403822949971,11.0
26,14.666666666666666,14.268571428571434,0.8219638007819554,12.571428571428571
27,14.666666666666666,14.603809523809526,0.35742084419343195,12.571428571428571
28,14.666666666666666,14.666666666666668,1.7763568394002505e-15,14.666666666666666
29,14.666666666666666,14.666666666666668,1.7763568394002505e-15,14.666666666666666
30,14.666666666666666,14.666666666666668,1.7763568394002505e-15,14.666666666666666
31,14.666666666666666,14.666666666666668,1.7763568394002505e-15,14.666666666666666
