generation,best,avg,std,worst
0,0.4727435210008936,0.4522677691096607,0.009149873114476462,0.4311328443357783
1,0.5206692913385826,0.4775469468636192,0.013877690026303478,0.46120313862249346
2,0.5639658848614072,0.5063565995003869,0.01621953870919657,0.4857667584940312
3,0.5845303867403315,0.5276350005820759,0.01552757417690683,0.5081652257444764
4,0.6350540216086434,0.5570974382167123,0.022536277586015625,0.5311244979919678
5,0.6782051282051282,0.5880722992150943,0.02297104779771341,0.5591966173361522
6,0.684346701164295,0.6136166687482194,0.021557757359116143,0.5851769911504424
7,0.7006622516556291,0.6379821784264673,0.024759039380193477,0.6080459770114942
8,0.7197278911564625,0.6563905261750912,0.02210905369023531,0.6282660332541568
9,0.7666666666666667,0.6720411385383323,0.02144202672393448,0.6435523114355232
10,0.7802359882005899,0.6917413003150716,0.02401205521628638,0.6662468513853904
11,0.8477564102564102,0.7146574773945161,0.03114585241494362,0.6825806451612904
12,0.8546042003231018,0.746029845115024,0.037457571586429705,0.7043941411451399
13,0.8573743922204213,0.7651185612665743,0.03218508766085752,0.7256515775034293
14,0.8573743922204213,0.7778121812517311,0.029379305424251368,0.7408963585434174
15,0.8920741989881956,0.7948221813836878,0.03095211443451081,0.7567954220314735
16,0.8920741989881956,0.8016968760689812,0.028096795923699826,0.7655571635311142
17,0.8920741989881956,0.8089657849120043,0.024758281235038624,0.7745241581259151
18,0.8920741989881956,0.8178435827569044,0.023000178045442212,0.7907324364723468
19,0.9566003616636528,0.8251481811328938,0.025346505775013153,0.7966867469879518
20,0.9566003616636528,0.8376138821262851,0.029923589329362163,0.8076335877862595
21,0.9566003616636528,0.8491466137446421,0.029735376369883968,0.8176197836166924
22,0.9566003616636528,0.8565128707811173,0.029594976735405044,0.8227060653188181
23,0.9742173112338859,0.8651057449710696,0.031838615122846935,0.8304552590266876
24,0.9760147601476015,0.8718044417371513,0.03275811562749997,0.8357030015797788
25,1.0076190476190476,0.8844093358185632,0.0346279626078901,0.8437001594896332
26,1.0076190476190476,0.8925730463243454,0.03331262968094934,0.853225806451613
27,1.0372549019607844,0.9052886832102215,0.0348742725210337,0.8657937806873978
28,1.106694560669456,0.9136384134225337,0.03926776844615497,0.8729372937293729
29,1.106694560669456,0.9210014876694049,0.038616694842052546,0.8816666666666667
30,1.106694560669456,0.933479025519312,0.040563020861380784,0.8890756302521009
31,1.106694560669456,0.9456763679272625,0.04059913570745009,0.8981324278438031
32,1.106694560669456,0.9542491285690348,0.04170060908708283,0.9073756432246998
33,1.106694560669456,0.9594856315430406,0.04066665419083955,0.9104991394148021
34,1.106694560669456,0.9721900423338284,0.03973075444858606,0.9264448336252189
35,1.1255319148936171,0.9808301835456339,0.04151257697591513,0.9346289752650176
36,1.1255319148936171,0.9846716113573755,0.04040785652050697,0.9429590017825311
37,1.1255319148936171,0.9917959780682645,0.04147930239671616,0.9463327370304114
38,1.1255319148936171,1.0012203191585352,0.04146015321457021,0.9548736462093863
39,1.1255319148936171,1.008351802248284,0.04050104835047093,0.9618181818181818
40,1.2022727272727272,1.0243267964947196,0.05088582736991562,0.9724264705882353
41,1.2022727272727272,1.0385468096670747,0.053979648340014195,0.983271375464684
42,1.2565320665083135,1.062728813092747,0.06026924827499619,0.9981132075471698
43,1.2565320665083135,1.0758825886534444,0.059572610568819136,1.011472275334608
44,1.2565320665083135,1.0878446651799343,0.060253104015474096,1.0212355212355213
45,1.2565320665083135,1.1055430418726868,0.060176224897056624,1.033203125
46,1.2716346153846154,1.1203777330425844,0.05785324456859811,1.0496031746031746
47,1.2716346153846154,1.1286849741762939,0.053531339771410585,1.058
48,1.2965686274509804,1.14199166384786,0.05292742954981822,1.0752032520325205
49,1.3921052631578947,1.1510228921990708,0.056379386798279175,1.079591836734694
50,1.4735376044568245,1.1658548126678427,0.06459108786856828,1.0907216494845362
51,1.4735376044568245,1.1818298395539921,0.06459474652658463,1.111344537815126
52,1.4859550561797752,1.2016511668993355,0.06947283565309394,1.1303418803418805
53,1.4859550561797752,1.2205005435153657,0.07365849949320433,1.1425485961123112
54,1.4859550561797752,1.2380500445271834,0.0735204893325552,1.1600877192982455
55,1.4859550561797752,1.2523511656603472,0.07237592770335989,1.178173719376392
56,1.4859550561797752,1.2629328842267007,0.07333139054225306,1.1834451901565994
57,1.5558823529411765,1.275746383720958,0.07944570533150254,1.1914414414414414
58,1.5558823529411765,1.2839193663005704,0.08017665771482156,1.199546485260771
59,1.5558823529411765,1.2995262663260374,0.08361963801770794,1.20501138952164
60,1.5558823529411765,1.3091903762206725,0.07982756585699899,1.213302752293578
61,1.5558823529411765,1.3149588920717772,0.0779978431932159,1.224537037037037
62,1.5558823529411765,1.3273053145066316,0.07532144875305449,1.2388758782201406
63,1.5558823529411765,1.3408749841891825,0.07746543709350613,1.2476415094339621
64,1.5791044776119403,1.3515872946053427,0.0833201929033807,1.2535545023696684
65,1.5933734939759037,1.3633897227588248,0.08698462817519417,1.2655502392344498
66,1.6793650793650794,1.3721727780722586,0.08895747634218913,1.2716346153846154
67,1.6793650793650794,1.3808293383435413,0.08650680072096407,1.2808716707021792
68,1.6793650793650794,1.3867418636575577,0.08457801219380437,1.2902439024390244
69,1.6793650793650794,1.3916469922047678,0.08411863327176544,1.2965686274509804
70,1.6847133757961785,1.397350725206201,0.08752475439016472,1.2965686274509804
71,1.6847133757961785,1.40104908012497,0.0859243358241998,1.306172839506173
72,1.6847133757961785,1.4125916913510321,0.08700638792952962,1.3192019950124687
73,1.6847133757961785,1.4217255237205524,0.08441049484759801,1.325814536340852
74,1.6847133757961785,1.4268502655936846,0.08325267271007093,1.329145728643216
75,1.6847133757961785,1.431057185289108,0.08180085223347114,1.3324937027707808
76,1.6847133757961785,1.4356054535814542,0.0792952140930229,1.339240506329114
77,1.6847133757961785,1.4359491999234992,0.07891603204163845,1.3426395939086293
78,1.6847133757961785,1.439549629074817,0.07733004523045156,1.3494897959183672
79,1.6847133757961785,1.447019992494538,0.07775521232869102,1.3529411764705883
80,1.6847133757961785,1.453180910984724,0.07808208333062276,1.3564102564102565
81,1.6847133757961785,1.4575407496115735,0.0763759469327971,1.3598971722365039
82,1.6847133757961785,1.4611760779258256,0.07468520771346429,1.3669250645994833
83,1.6847133757961785,1.462043996909159,0.07376891831059282,1.3704663212435233
84,1.6847133757961785,1.4635857073937744,0.07267943332983967,1.374025974025974
85,1.6847133757961785,1.467014983180796,0.07136627338751945,1.3776041666666665
86,1.8496503496503496,1.474790175918243,0.07951480370525311,1.381201044386423
87,1.8496503496503496,1.4793646913928933,0.08242991001506947,1.3848167539267016
88,1.8496503496503496,1.4819748148716343,0.08102708899677007,1.3884514435695539
89,1.8496503496503496,1.4883427516556946,0.078942021901374,1.3921052631578947
90,1.8496503496503496,1.4977453794189919,0.08786269038439458,1.403183023872679
91,1.8496503496503496,1.4991736084024898,0.08741453849663472,1.403183023872679
92,1.8496503496503496,1.5026930271261136,0.08557740032160187,1.4069148936170213
93,1.8496503496503496,1.5043811249206922,0.08434763034809893,1.4069148936170213
94,1.8496503496503496,1.5084840912464432,0.0839992129885662,1.4144385026737967
95,1.8496503496503496,1.5133546575152765,0.08137651904566195,1.4258760107816713
96,1.8496503496503496,1.5154286762675537,0.08139713253369271,1.4258760107816713
97,1.8496503496503496,1.5155449161597372,0.08127737483387902,1.4258760107816713
98,1.8496503496503496,1.5184573386235811,0.08014097076343102,1.4297297297297298
99,1.8496503496503496,1.518691295941555,0.07990024301305033,1.4297297297297298
100,1.8496503496503496,1.5208732279740966,0.07912096288416755,1.4375
101,1.8496503496503496,1.5231001292583395,0.07786323572719464,1.4375
102,1.8496503496503496,1.5258040094441978,0.07690473388884383,1.4453551912568305
103,1.8496503496503496,1.5337749377156806,0.08042577109390785,1.4493150684931506
104,1.8496503496503496,1.5349480968354123,0.07976869408708552,1.4532967032967035
105,1.8496503496503496,1.536314868190901,0.07923162139168946,1.4532967032967035
106,1.8496503496503496,1.5384574935049193,0.0788449323000354,1.4573002754820936
107,1.8496503496503496,1.5415702841839831,0.07867915247805404,1.4573002754820936
108,1.8496503496503496,1.544160544695824,0.07766834369004466,1.4613259668508287
109,1.8496503496503496,1.545106108556727,0.07722846531919222,1.4653739612188366
110,1.8496503496503496,1.545106108556727,0.07722846531919222,1.4653739612188366
111,1.8496503496503496,1.5476659527216348,0.07718249044582622,1.4694444444444446
112,1.8496503496503496,1.5519131797379146,0.07911189516593015,1.4694444444444446
113,1.8496503496503496,1.55300978006959,0.07872021448299912,1.4735376044568245
114,1.8496503496503496,1.5559877567580265,0.0779795509668001,1.4735376044568245
115,1.8496503496503496,1.5604232523142982,0.07847242636781052,1.4735376044568245
116,1.8496503496503496,1.5625441850889448,0.07717693489260731,1.4817927170868348
117,1.8496503496503496,1.563136661833458,0.07666446047491134,1.4901408450704225
